author,id.x,position,fname,lastn,gender,pubtitle,date,id.y
"George-Jackson, Casey",606,2,Casey,George-Jackson,male,Journal of College Student Development,2016,1595
"George, Casey",435,2,Casey,George,male,American Educational Research Journal,2018,1594
"George, Phillis",40,2,Phillis,George,NA,Journal of Diversity in Higher Education,2014,452
"Georgiopoulos, Michael",467,2,Michael,Georgiopoulos,male,Journal of College Student Retention-Research Theory & Practice,2016,1600
"Gilbert, Patricia",598,6,Patricia,Gilbert,female,Social Psychology of Education,2015,453
"Gill, Nicole",403,3,Nicole,Gill,female,International Journal of Science Education,2018,454
"Gilliam, Melissa",545,1,Melissa,Gilliam,female,Journal of Science Education and Technology,2017,455
"Gilmartin, Jessica",268,2,Jessica,Gilmartin,female,IEEE Technology & Society Magazine,2016,456
"Gilmore, Joanna",142,2,Joanna,Gilmore,female,Council on Undergraduate Research Quarterly,2011,457
"Ginther, Donna",225,2,Donna,Ginther,female,Frontiers in psychology,2015,458
"Ginther, Donna",225,2,Donna,Ginther,female,Psychological Science in the Public Interest,2014,459
"Ginther, Donna",483,2,Donna,Ginther,female,Frontiers in psychology,2015,458
"Ginther, Donna",483,2,Donna,Ginther,female,Psychological Science in the Public Interest,2014,459
"Gisler, Stephanie",135,1,Stephanie,Gisler,female,Industrial and Organizational Psychology,2018,460
"Glaser, Daniela",325,3,Daniela,Glaser,female,Social Sciences,2017,461
"Glass, Christy",41,1,Christy,Glass,female,Journal of Diversity in Higher Education,2010,462
"Glass, Jennifer",209,2,Jennifer,Glass,female,Social science research,2017,464
"Glass, Jennifer",209,2,Jennifer,Glass,female,Social Forces,2013,463
"Glass, Jennifer",360,1,Jennifer,Glass,female,Social science research,2017,464
"Glass, Jennifer",360,1,Jennifer,Glass,female,Social Forces,2013,463
"Glimcher, Laurie",136,14,Laurie,Glimcher,female,Cell Stem Cell,2015,465
"Gnilka, Philip",311,1,Philip,Gnilka,male,Journal of Counseling and Development,2017,1602
"Godbole, Rohini",253,1,Rohini,Godbole,NA,Current science,2017,466
"Godfrey, Elaine",374,7,Elaine,Godfrey,female,PLoS ONE,2017,467
"Godwin, Allison",124,3,Allison,Godwin,female,Journal of Women and Minorities in Science and Engineering,2017,468
"Godwin, Allison",124,3,Allison,Godwin,female,Social Sciences,2018,469
"Godwin, Allison",321,2,Allison,Godwin,female,Journal of Women and Minorities in Science and Engineering,2017,468
"Godwin, Allison",321,2,Allison,Godwin,female,Social Sciences,2018,469
"Goldberger, Jessica",433,2,Jessica,Goldberger,female,Rural Sociology,2009,470
"Goldman, Emily",422,1,Emily,Goldman,female,NASPA Journal About Women in Higher Education,2010,471
"Goltz, Sonia",383,1,Sonia,Goltz,female,Change,2013,472
"Golubchik, Leana",104,1,Leana,Golubchik,female,ACM International Conference on Measurement and Modeling of Computer Systems,2018,473
"Gomoll, Andrea",548,1,Andrea,Gomoll,female,Journal of Science Education and Technology,2016,474
"Gonsalkorale, Karen",158,2,Karen,Gonsalkorale,female,Contemporary Educational Psychology,2018,475
"Gonzalez Ramos, Ana",418,1,Ana,Gonzalez Ramos,female,Journal of Organisational Transformation and Social Change,2017,476
"Gonzalez, Angel",636,3,Angel,Gonzalez,male,Journal of Social Issues,2011,1603
"Goodman, Mark",514,2,Mark,Goodman,male,JCOM: Journal of Science Communication,2009,1604
"Goodreau, Steven",373,6,Steven,Goodreau,male,PLoS ONE,2016,1605
"Gordon, James",28,5,James,Gordon,male,Advances in Physiology Education,2014,1606
"Gordon, Melissa",536,2,Melissa,Gordon,female,International Journal of Science and Mathematics Education,2017,477
"Gorges, Torie",547,2,Torie,Gorges,female,Journal of Science Education and Technology,2016,478
"Gorman, Bridget",630,3,Bridget,Gorman,female,"Gender, Work and Organization",2017,479
"Gorman, Susan",221,1,Susan,Gorman,female,Forum on Public Policy Online,2010,480
"Gottfried, Michael",148,2,Michael,Gottfried,male,Teachers College Record,2017,1608
"Goulden, Marc",440,1,Marc,Goulden,male,Annals of the American Academy of Political and Social Science,2011,1609
"Goyal, Riya",28,3,Riya,Goyal,female,Advances in Physiology Education,2014,481
"Gratch, Jonathan",151,6,Jonathan,Gratch,male,Computers & Education,2016,1610
"Graudejus, Oliver",366,4,Oliver,Graudejus,male,Basic & Applied Social Psychology,2016,1611
"Graves, Amy",128,1,Amy,Graves,female,Journal of Women and Minorities in Science and Engineering,2017,482
"Gray, Kimberlyn",95,2,Kimberlyn,Gray,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,483
"Graziano, William",559,1,William,Graziano,male,Motivation and Emotion,2012,1612
"Greco, Valentina",136,15,Valentina,Greco,female,Cell Stem Cell,2015,484
"Greenwald, Eric",289,2,Eric,Greenwald,male,Science Education,2014,1614
"Greindl, Teresa",154,4,Teresa,Greindl,female,Computers & Education,2013,485
"Griffin, Kimberly",371,4,Kimberly,Griffin,female,PLoS ONE,2014,486
"Griffith, Amanda",164,1,Amanda,Griffith,female,Economics of Education Review,2010,487
"Griffith, Emily",375,3,Emily,Griffith,female,PLoS ONE,2017,488
"Grineski, Sara",286,2,Sara,Grineski,female,Science Education,2018,489
"Grodsky, Eric",437,3,Eric,Grodsky,male,American Educational Research Journal,2012,1615
"Grogan, Erin",31,4,Erin,Grogan,female,Developmental psychology,2012,490
"Grosser, Jude",205,3,Jude,Grosser,male,Scientia Horticulturae,2018,1617
"Grossman, Jennifer",509,1,Jennifer,Grossman,female,Urban Education,2014,491
"Grosz, Barbara",136,16,Barbara,Grosz,female,Cell Stem Cell,2015,492
"Grover, Sarah",52,1,Sarah,Grover,female,Journal of personality and social psychology,2017,493
"Gruenbacher, Don",258,1,Don,Gruenbacher,male,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,1618
"Grunberg, Victoria",579,2,Victoria,Grunberg,female,Sex Roles,2016,494
"Grunspan, Daniel",373,1,Daniel,Grunspan,male,PLoS ONE,2016,1619
"Guadagno, Rosanna",591,2,Rosanna,Guadagno,female,Sex Roles,2015,495
"Guadagno, Rossanna",580,4,Rossanna,Guadagno,NA,Sex Roles,2017,496
"Guest, Carly",399,1,Carly,Guest,female,Gender & Education,2016,497
"Guisado-Pintado, Emilia",520,7,Emilia,Guisado-Pintado,female,Palgrave Communications,2018,498
"Gumpertz, Marcia",375,1,Marcia,Gumpertz,female,PLoS ONE,2017,499
"Gunderson, Elizabeth",587,1,Elizabeth,Gunderson,female,Sex Roles,2011,500
"Gupta, Shannon",602,3,Shannon,Gupta,female,Forensic Science Policy & Management: An International Journal,2014,501
"Gupta, Siddhartha",83,3,Siddhartha,Gupta,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1620
"Gurski, Jennifer",74,1,Jennifer,Gurski,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,502
"Gutierrez, Juan",19,3,Juan,Gutierrez,male,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,1621
"Habashi, Meara",559,2,Meara,Habashi,female,Motivation and Emotion,2012,503
"Hachey, Alyse",442,2,Alyse,Hachey,female,Computers & Education,2015,505
"Hachey, Alyse",442,2,Alyse,Hachey,female,Community College Review,2015,504
"Hachey, Alyse",155,2,Alyse,Hachey,female,Computers & Education,2015,505
"Hachey, Alyse",155,2,Alyse,Hachey,female,Community College Review,2015,504
"Hagedorn, Linda",441,1,Linda,Hagedorn,female,Community College Review,2012,506
"Hahm, Jong-on",642,4,Jong-on,Hahm,NA,Review of Policy Research,2009,507
"Hall, Alysha",182,1,Alysha,Hall,female,Journal of vocational behavior,2017,508
"Hall, Erika",5,3,Erika,Hall,female,Journal of Research in Gender Studies,2016,509
"Hallar, A. Gannet",22,2,A. Gannet,Hallar,NA,Bulletin of the American Meteorological Society,2013,510
"Halpern, Diane",194,2,Diane,Halpern,female,Learning and Individual Differences,2013,511
"Halter, Jared",66,6,Jared,Halter,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1622
"Haltinner, Kristin",317,2,Kristin,Haltinner,female,Social Sciences,2018,512
"Hammer, Elliott",598,5,Elliott,Hammer,male,Cultural diversity & ethnic minority psychology,2014,1623
"Hammer, Elliott",598,5,Elliott,Hammer,male,Social Psychology of Education,2015,1624
"Hammer, Elliott",29,5,Elliott,Hammer,male,Cultural diversity & ethnic minority psychology,2014,1623
"Hammer, Elliott",29,5,Elliott,Hammer,male,Social Psychology of Education,2015,1624
"Hammond, Marie",468,6,Marie,Hammond,female,Journal of Psychoeducational Assessment,2012,513
"Hammond, Rebecca",134,5,Rebecca,Hammond,female,BMC Public Health,2015,514
"Hammrich, Penny",74,2,Penny,Hammrich,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,515
"Hamylton, Sarah",520,3,Sarah,Hamylton,female,Palgrave Communications,2018,516
"Han, Seong Won",168,1,Seong Won,Han,NA,International Journal of Educational Development,2016,517
"Han, Siqi",335,1,Siqi,Han,NA,Demographic Research,2016,518
"Handelsman, Jo",49,7,Jo,Handelsman,female,Journal of Experimental Psychology: Applied,2018,519
"Handley, Ian",352,2,Ian,Handley,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1627
"Handley, Ian",352,2,Ian,Handley,male,Journal of Diversity in Higher Education,2017,1626
"Handley, Ian",352,2,Ian,Handley,male,Bioscience,2015,1625
"Handley, Ian",36,8,Ian,Handley,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1627
"Handley, Ian",36,8,Ian,Handley,male,Journal of Diversity in Higher Education,2017,1626
"Handley, Ian",36,8,Ian,Handley,male,Bioscience,2015,1625
"Handley, Ian",341,1,Ian,Handley,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1627
"Handley, Ian",341,1,Ian,Handley,male,Journal of Diversity in Higher Education,2017,1626
"Handley, Ian",341,1,Ian,Handley,male,Bioscience,2015,1625
"Handron, Caitlin",590,3,Caitlin,Handron,female,Sex Roles,2013,520
"Harackiewicz, Judith",581,6,Judith,Harackiewicz,female,Sex Roles,2017,521
"Hardin, Erin",35,1,Erin,Hardin,female,Journal of Counseling Psychology,2016,522
"Harel-Marian, Taly",186,4,Taly,Harel-Marian,NA,Journal of Vocational Behavior,2018,523
"Harnois, Catherine",504,1,Catherine,Harnois,female,Social psychology quarterly,2015,524
"Harrington, Kate",150,1,Kate,Harrington,female,Clinical Imaging,2018,525
"Harris, Kimberly",289,3,Kimberly,Harris,female,Science Education,2014,526
"Harsh, Joseph",15,1,Joseph,Harsh,male,Journal of chemical education,2012,1628
"Hart, Jeni",412,1,Jeni,Hart,NA,Journal of Higher Education,2016,527
"Hart, William",9,3,William,Hart,male,Journal of Agricultural Education,2013,1629
"Hartemink, Alfred",518,1,Alfred,Hartemink,male,Journal of Soil and Water Conservation,2008,1630
"Hartung, Paul",191,2,Paul,Hartung,male,Journal of vocational behavior,2017,1631
"Hartwig, Marissa",576,3,Marissa,Hartwig,female,Sex Roles,2018,528
"Harvati, Katerina",277,8,Katerina,Harvati,female,American Journal of Physical Anthropology,2018,529
"Harvey, Kristin",113,3,Kristin,Harvey,female,Journal of Women and Minorities in Science and Engineering,2017,530
"Hawthorne, Lauren",475,3,Lauren,Hawthorne,female,Personality and Social Psychology Bulletin,2013,531
"Haynes, J. Chris",7,2,J. Chris,Haynes,NA,Journal of Agricultural Education,2015,1632
"Hazari, Zahra",290,3,Zahra,Hazari,female,Journal of College Science Teaching,2013,532
"Hazari, Zahra",290,3,Zahra,Hazari,female,Science Education,2012,533
"Hazari, Zahra",343,1,Zahra,Hazari,female,Journal of College Science Teaching,2013,532
"Hazari, Zahra",343,1,Zahra,Hazari,female,Science Education,2012,533
"Hebert, Alexander",557,3,Alexander,Hebert,male,Journal of the American Society for Mass Spectrometry,2017,1633
"Hebl, Michelle",214,2,Michelle,Hebl,female,Gender in Management,2008,534
"Heeren, Cinda",237,3,Cinda,Heeren,NA,Frontiers in Psychology,2017,535
"Heilbronner, Nancy",449,1,Nancy,Heilbronner,female,Gifted Child Quarterly,2013,536
"Heilbronner, Nancy",449,1,Nancy,Heilbronner,female,Journal for the Education of the Gifted,2011,537
"Heilbronner, Nancy",456,1,Nancy,Heilbronner,female,Gifted Child Quarterly,2013,536
"Heilbronner, Nancy",456,1,Nancy,Heilbronner,female,Journal for the Education of the Gifted,2011,537
"Heilemann, Michael",621,5,Michael,Heilemann,male,Annals of the New York Academy of Sciences,2016,1634
"Held, Suzanne",351,5,Suzanne,Held,female,Bioscience,2017,538
"Hendrix, Taija",378,2,Taija,Hendrix,female,PLoS ONE,2018,539
"Hennes, Erin",49,3,Erin,Hennes,female,Journal of Experimental Psychology: Applied,2018,540
"Herbers, Joan",108,3,Joan,Herbers,male,Peer Review,2014,1635
"Herman, Clem",407,1,Clem,Herman,male,Journal of Education & Work,2015,1636
"Hermann, Mary",37,2,Mary,Hermann,female,Journal of Diversity in Higher Education,2016,541
"Hernandez, Paul",374,1,Paul,Hernandez,male,PLoS ONE,2017,1638
"Hernandez, Paul",374,1,Paul,Hernandez,male,Journal of educational psychology,2013,1637
"Hernandez, Paul",46,1,Paul,Hernandez,male,PLoS ONE,2017,1638
"Hernandez, Paul",46,1,Paul,Hernandez,male,Journal of educational psychology,2013,1637
"Herrmann, Sarah",366,1,Sarah,Herrmann,female,Basic & Applied Social Psychology,2016,542
"Herzog, Keith",120,2,Keith,Herzog,male,Journal of Women and Minorities in Science and Engineering,2016,1639
"Herzog, Walter",528,3,Walter,Herzog,male,Empirical Research in Vocational Education and Training,2016,1640
"Heybach, Jessica",395,1,Jessica,Heybach,female,Educational Studies,2017,543
"Hibel, Jacob",201,2,Jacob,Hibel,male,Research in Social Stratification and Mobility,2015,1641
"Hickok, Andrew",276,4,Andrew,Hickok,male,Journal of Medical Internet Research,2013,1642
"Hietapelto, Amy",383,2,Amy,Hietapelto,female,Change,2013,544
"Higgins, Ashley",492,3,Ashley,Higgins,female,Psychology of Women Quarterly,2013,545
"Highfield, Kate",158,5,Kate,Highfield,female,Contemporary Educational Psychology,2018,546
"Hill, Brandon",545,6,Brandon,Hill,male,Journal of Science Education and Technology,2017,1643
"Hillard, Amy",599,2,Amy,Hillard,female,Social Psychology of Education,2014,547
"Hinsen, Katie",516,2,Katie,Hinsen,female,SMPTE Motion Imaging Journal,2018,548
"Hmelo-Silver, Cindy",548,2,Cindy,Hmelo-Silver,female,Journal of Science Education and Technology,2016,549
"Hodari, Apriel",38,3,Apriel,Hodari,NA,Journal of Diversity in Higher Education,2015,550
"Hodge, Angie",612,2,Angie,Hodge,female,International Review of Qualitative Research,2012,551
"Hodges, Julia",273,6,Julia,Hodges,female,Communications of the Association for Information Systems,2018,552
"Hodges, Sara",475,4,Sara,Hodges,female,Personality and Social Psychology Bulletin,2013,553
"Hoffman, Sarah",4,1,Sarah,Hoffman,female,Journal of Research in Gender Studies,2018,554
"Holland, Kathryn",496,2,Kathryn,Holland,female,Psychology of Women Quarterly,2015,555
"Holleran, Shannon",503,1,Shannon,Holleran,female,Social Psychological and Personality Science,2011,556
"Holliday, Emma",149,1,Emma,Holliday,female,Advances in Radiation Oncology,2018,557
"Holmes, Maja",523,1,Maja,Holmes,female,Innovative Higher Education,2016,558
"Honea, Joy",36,4,Joy,Honea,female,Journal of Diversity in Higher Education,2017,559
"Hopewell, Lindsey",642,1,Lindsey,Hopewell,female,Review of Policy Research,2009,560
"Hopkins, Jordan",411,4,Jordan,Hopkins,male,Journal of Higher Education,2018,1644
"Horton, Marjorie",220,3,Marjorie,Horton,female,Learning Communities: Research & Practice,2016,561
"Horton, Nicholas",59,3,Nicholas,Horton,male,Cell Biology Education,2017,1645
"Horvat, Erin",157,5,Erin,Horvat,female,Contemporary Educational Psychology,2013,562
"Hoshino-Browne, Etsuko",128,2,Etsuko,Hoshino-Browne,NA,Journal of Women and Minorities in Science and Engineering,2017,563
"Houck, Max",602,2,Max,Houck,male,Forensic Science Policy & Management: An International Journal,2014,1646
"Hovey, Christopher",75,2,Christopher,Hovey,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1647
"Howe, Samantha",108,1,Samantha,Howe,female,Peer Review,2014,564
"Howell, Lydia",334,4,Lydia,Howell,female,Journal of Women's Health,2011,565
"Howes, Shannon",279,3,Shannon,Howes,female,Journal of Leadership Studies,2013,566
"Hoyt, Crystal",193,1,Crystal,Hoyt,female,Leadership Quarterly,2016,567
"Hroch, Amber",571,6,Amber,Hroch,female,Research in Higher Education,2016,568
"Hsu, Ya-Chieh",136,17,Ya-Chieh,Hsu,NA,Cell Stem Cell,2015,569
"Hsu, Ying-Shao",646,1,Ying-Shao,Hsu,NA,Research and Practice in Technology Enhanced Learning,2017,570
"Hu, Qin",463,7,Qin,Hu,NA,Journal of Career Development,2013,571
"Hubner, Nicholas",45,1,Nicholas,Hubner,male,Journal of educational psychology,2017,1648
"Hudson, Lauren",590,4,Lauren,Hudson,female,Sex Roles,2013,572
"Hudson, Tara",607,2,Tara,Hudson,female,Review of Higher Education,2017,573
"Hughes, Cayce",630,1,Cayce,Hughes,male,"Gender, Work and Organization",2017,1649
"Hui, Kayi",189,5,Kayi,Hui,NA,Journal of vocational behavior,2015,574
"Hunsinger, Matthew",338,3,Matthew,Hunsinger,male,Journal of personality and social psychology,2011,1650
"Hunsinger, Matthew",338,3,Matthew,Hunsinger,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1651
"Hunsinger, Matthew",51,3,Matthew,Hunsinger,male,Journal of personality and social psychology,2011,1650
"Hunsinger, Matthew",51,3,Matthew,Hunsinger,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1651
"Huntoon, Meghan",30,4,Meghan,Huntoon,female,Cultural diversity & ethnic minority psychology,2014,575
"Huo, Yuen",177,2,Yuen,Huo,NA,Journal of experimental social psychology,2017,576
"Huryn, Donna",106,1,Donna,Huryn,female,ACS Medicinal Chemistry Letters,2017,577
"Hyde, Janet",581,2,Janet,Hyde,female,Sex Roles,2017,578
"Hyman, Jacqueline",187,2,Jacqueline,Hyman,female,Journal of Vocational Behavior,2018,579
