author,fname,lname,gender,pubtitle,date,id,pubtype
"Levy, Sheri",Sheri, Levy,female,Journal of Applied Social Psychology,2016,1931,journal
"Perelli, Sheri",Sheri, Perelli,female,Career Development International,2013,693,journal
"Levy, Sheri Robin",Sheri Robin, Levy,NA,Sex Roles,2011,1806,journal
"Mark, Sheron",Sheron, Mark,male,Journal of Career Development,2013,1392,journal
"Mark, Sheron",Sheron,Mark,male,Journal of Science Education and Technology,2016,1685,journal
"Sorby, Sheryl",Sheryl,Sorby,female,Learning and Individual Differences,2018,644,journal
"Ashford, Shetay",Shetay,Ashford,NA,Journal of Science Education and Technology,2016,1686,journal
"Salehi, Shima",Shima, Salehi,NA,PLoS ONE,2017,1134,journal
"Kahn, Shulamit",Shulamit,Kahn,NA,Frontiers in psychology,2015,725,journal
"Kahn, Shulamit",Shulamit, Kahn,NA,Psychological Science in the Public Interest,2014,1468,journal
"Beilock, Sian",Sian, Beilock,female,Sex Roles,2011,1801,journal
"Ziegler, Sianna",Sianna, Ziegler,female,Psychological bulletin,2017,177,journal
"Joshi, Siddhi",Siddhi, Joshi,female,Palgrave Communications,2018,1594,journal
"Schirner, Sigrun",Sigrun, Schirner,NA,Computers & Education,2013,527,journal
"Schirner, Sigrun",Sigrun, Schirner,NA,Annals of the New York Academy of Sciences,2016,1890,journal
"Luttenberger, Silke",Silke, Luttenberger,NA,Frontiers in Psychology,2017,768,journal
"Knobloch-Westerwick, Silvia",Silvia, Knobloch-Westerwick,female,Human Communication Research,2017,1922,journal
"Canetto, Silvia",Silvia, Canetto,female,Analyses of Social Issues and Public Policy,2013,1888,journal
"Faitar, Silviu",Silviu, Faitar,NA,Procedia - Social and Behavioral Sciences,2013,654,journal
"Berweger, Simone",Simone, Berweger,female,Journal of Educational Research,2014,1255,journal
"Rojas, Sina",Sina,Rojas,female,Hispanic Outlook in Higher Education Magazine,2015,784,journal
"Escobar-Alvarez, Sindy",Sindy, Escobar-Alvarez,female,Cell Stem Cell,2015,457,journal
"Han, Siqi",Siqi,Han,NA,Demographic Research,2016,1026,journal
"Tian, Siyue",Siyue, Tian,NA,International Migration Review,2017,1369,journal
"Ramachandran, Sohini",Sohini, Ramachandran,NA,Genome biology,2016,1920,journal
"Starobin, Soko",Soko,Starobin,NA,New Directions for Community Colleges,2014,929,journal
"Starobin, Soko",Soko, Starobin,NA,New Directions for Higher Education,2013,939,journal
"Starobin, Soko",Soko, Starobin,NA,Community College Journal of Research & Practice,2017,1210,journal
"Sadselia, Sona",Sona, Sadselia,female,CBE Life Sciences Education,2017,190,journal
"Goltz, Sonia",Sonia,Goltz,female,Change,2013,1195,journal
"Lee, Soohyun",Soohyun, Lee,NA,Industrial and Organizational Psychology,2018,445,journal
"Kuchynka, Sophie",Sophie,Kuchynka,female,Psychology of Women Quarterly,2018,1492,journal
"Vlaicu, Sorina",Sorina, Vlaicu,NA,Review of Policy Research,2010,1944,journal
"Jang, Sou Hyun",Sou Hyun, Jang,NA,Ethnic and Racial Studies,2015,1231,journal
"Weiss, Stacey",Stacey, Weiss,female,BioScience,2018,1064,journal
"Lowe, Stacey",Stacey, Lowe,female,Review of Research in Education,2018,1523,journal
"Blake-Beard, Stacy",Stacy,Blake-Beard,female,Journal of Social Issues,2011,1938,journal
"Obergriesser, Stefanie",Stefanie, Obergriesser,female,Annals of the New York Academy of Sciences,2016,1892,journal
"Fischer, Stefanie",Stefanie,Fischer,female,Labour Economics,2017,639,journal
"Moller, Stephanie",Stephanie, Moller,female,International Journal of STEM Education,2018,1645,journal
"Moller, Stephanie",Stephanie, Moller,female,Social Currents,2016,1532,journal
"Aguillon, Stephanie",Stephanie, Aguillon,female,BioScience,2018,1060,journal
"Burge, Stephanie",Stephanie,Burge,female,Sociological Perspectives,2013,1549,journal
"Gisler, Stephanie",Stephanie,Gisler,female,Industrial and Organizational Psychology,2018,443,journal
"Burge, Stephanie",Stephanie, Burge,female,Gender Issues,2018,1623,journal
"Moller, Stephanie",Stephanie, Moller,female,Economics of Education Review,2015,557,journal
"Morgan, Stephen",Stephen,Morgan,male,Social science research,2013,674,journal
"Ceci, Stephen",Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1466,journal
"Ceci, Stephen",Stephen, Ceci,male,Perspectives on Psychological Science,2014,1451,journal
"Ceci, Stephen",Stephen, Ceci,male,Frontiers in Psychology,2017,740,journal
"Ceci, Stephen",Stephen,Ceci,male,Educational Psychologist,2018,1223,journal
"Ceci, Stephen",Stephen,Ceci,male,Frontiers in psychology,2015,776,journal
"Pollock, Steven",Steven, Pollock,male,Psychology of Women Quarterly,2017,1487,journal
"Goodreau, Steven",Steven, Goodreau,male,PLoS ONE,2016,1141,journal
"Chumbley, Steven",Steven,Chumbley,male,Journal of Agricultural Education,2015,12,journal
"Spencer, Steven",Steven, Spencer,male,Journal of educational psychology,2015,155,journal
"Robbins, Steven",Steven, Robbins,male,Journal of vocational behavior,2016,596,journal
"Yap, Stevie C.",Stevie C., Yap,NA,Psychology of Women Quarterly,2016,1476,journal
"Rosser, Sue",Sue,Rosser,female,Academe,2009,28,journal
"Bagde, Surendrakumar",Surendrakumar,Bagde,NA,American Economic Review,2016,48,journal
"Lord, Susan",Susan, Lord,female,Journal of Engineering Education,2012,963,journal
"Slattery, Susan",Susan, Slattery,female,Forum on Public Policy Online,2010,717,journal
"Edinger-Marshall, Susan",Susan, Edinger-Marshall,female,Soil Science Society of America Journal,2018,1586,journal
"Cozzens, Susan",Susan,Cozzens,female,Science and Engineering Ethics,2008,1747,journal
"Stout, Susan",Susan, Stout,female,BioScience,2015,1058,journal
"Solomon, Susan",Susan, Solomon,female,Cell Stem Cell,2015,479,journal
"Yoon, Susan",Susan, Yoon,female,Research in Higher Education,2009,1731,journal
"Case, Susan",Susan,Case,female,"Community, Work & Family",2013,1215,journal
"Levine, Susan",Susan, Levine,female,Sex Roles,2011,1800,journal
"Pollart, Susan",Susan, Pollart,female,Journal of Medical Internet Research,2018,851,journal
"Silbey, Susan",Susan, Silbey,female,American Sociological Review,2011,1324,journal
"Barker, Susan",Susan, Barker,female,Library & Information Science Research,2009,648,journal
"Silbey, Susan",Susan, Silbey,female,Work and Occupations,2018,1554,journal
"Solomon, Susan",Susan, Solomon,female,Cell Stem Cell,2015,476,journal
"Gorman, Susan",Susan,Gorman,female,Forum on Public Policy Online,2010,714,journal
"Murphy, Susan",Susan, Murphy,female,Leadership Quarterly,2016,641,journal
"Barnett, Susan",Susan, Barnett,female,Frontiers in Psychology,2017,737,journal
"Pitt, Susan",Susan, Pitt,female,Journal of Medical Internet Research,2018,848,journal
"Held, Suzanne",Suzanne, Held,female,Bioscience,2017,1071,journal
"Nassar-McMillan, Sylvia",Sylvia,Nassar-McMillan,female,New Directions for Institutional Research,2011,946,journal
"Beyer, Sylvia",Sylvia,Beyer,female,Psychology,2015,1079,journal
"Chavous, Tabbye",Tabbye, Chavous,NA,Journal of Negro Education,2018,786,journal
"Hendrix, Taija",Taija, Hendrix,female,PLoS ONE,2018,1161,journal
"Harel-Marian, Taly",Taly, Harel-Marian,NA,Journal of Vocational Behavior,2018,615,journal
"Schneider, Tamera",Tamera, Schneider,female,Social Psychology of Education,2014,1839,journal
"Tyler-Wood, Tandra",Tandra, Tyler-Wood,NA,Computers in Human Behavior,2014,535,journal
"Tyler-Wood, Tandra",Tandra, Tyler-Wood,NA,Journal of Science Education and Technology,2015,1659,journal
"Teo, Tang",Tang,Teo,NA,Theory Into Practice,2014,1304,journal
"Bellier-Teichmann, Tanja",Tanja, Bellier-Teichmann,NA,International Journal of Mentoring and Coaching in Education,2015,697,journal
"Crenshaw, Tanya",Tanya,Crenshaw,female,Frontiers in Psychology,2017,761,journal
"Sanabria, Tanya",Tanya,Sanabria,female,Social Sciences,2017,1016,journal
"Hudson, Tara",Tara, Hudson,female,Review of Higher Education,2017,1859,journal
"Inniss, Tasha",Tasha, Inniss,female,Peer Review,2014,363,journal
"Melguizo, Tatiana",Tatiana,Melguizo,female,Research in Higher Education,2012,1734,journal
"Whitney, Telle",Telle,Whitney,NA,Computer,2018,793,journal
"Mutahi, Teresa",Teresa,Mutahi,female,Women in Higher Education,2016,927,journal
"Greindl, Teresa",Teresa, Greindl,female,Computers & Education,2013,528,journal
"Woodruff, Teresa",Teresa, Woodruff,female,PLoS Biology,2016,1123,journal
"Morton, Terrell",Terrell,Morton,male,Science Education,2018,897,journal
"Johnson, Terri",Terri, Johnson,female,Journal of Women and Minorities in Science and Engineering,2017,412,journal
"Von Thaden, Terry",Terry,Von Thaden,male,Journal of the American Society for Information Science and Technology,2008,919,journal
"Killpack, Tess",Tess,Killpack,female,CBE Life Sciences Education,2016,199,journal
"Berg, Tessa",Tessa,Berg,female,Computers & Education,2018,522,journal
"Lerdpornkulrat, Thanita",Thanita, Lerdpornkulrat,NA,Physical Review Physics Education Research,2016,60,journal
"Wills, Theodore",Theodore, Wills,male,Contemporary Educational Psychology,2013,538,journal
"Robinson, Thomas",Thomas, Robinson,male,JCOM: Journal of Science Communication,2009,1565,journal
"DiPrete, Thomas",Thomas, DiPrete,male,Social science research,2013,686,journal
"Ruberto, Thomas",Thomas, Ruberto,male,PLoS ONE,2018,1174,journal
"Riggers-Piehl, Tiffani",Tiffani, Riggers-Piehl,female,Research in Higher Education,2015,1714,journal
"Ito, Tiffany",Tiffany, Ito,female,Psychology of Women Quarterly,2017,1490,journal
"Ito, Tiffany",Tiffany, Ito,female,Journal of personality and social psychology,2017,174,journal
"Ito, Tiffany",Tiffany, Ito,female,Sex Roles,2016,1770,journal
"Veinot, Tiffany",Tiffany,Veinot,female,Journal of Medical Internet Research,2013,852,journal
"Ito, Tiffany",Tiffany, Ito,female,Personality and Social Psychology Bulletin,2018,1440,journal
"Davis, Tim",Tim, Davis,male,Horttechnology,2014,211,journal
"Collins, Timothy",Timothy, Collins,male,Science Education,2018,901,journal
"Bachman, Tina",Tina, Bachman,female,Journal of Science Education and Technology,2017,1692,journal
"Ravn, Tina",Tina, Ravn,female,Journal of STEM Education : Innovations and Research,2010,802,journal
"Mattsson, Tina",Tina,Mattsson,female,Gender & Education,2015,1232,journal
"Kirchmaier, Tom",Tom, Kirchmaier,male,American Economic Review,2016,52,journal
"Schmader, Toni",Toni, Schmader,female,Social Psychological and Personality Science,2011,1542,journal
"Perez, Tony",Tony, Perez,male,Contemporary Educational Psychology,2013,537,journal
"Gorges, Torie",Torie, Gorges,female,Journal of Science Education and Technology,2016,1674,journal
"Bekelman, Traci",Traci, Bekelman,female,American Journal of Physical Anthropology,2018,861,journal
"Neilsen, Tracianne",Tracianne,Neilsen,NA,173rd Meeting of Acoustical Society of America,2017,4,journal
"Casanova, Tracy",Tracy, Casanova,female,Journal of Career Assessment,2017,1373,journal
"Davidson, Travis",Travis,Davidson,male,University of Ottawa Journal of Medicine,2015,1875,journal
"Bartosh, Travis",Travis, Bartosh,male,Journal of Women and Minorities in Science and Engineering,2015,398,journal
"Turner, Trudy",Trudy,Turner,female,American Journal of Physical Anthropology,2018,857,journal
"Story, Tyler",Tyler, Story,male,Psychology of Women Quarterly,2013,1512,journal
"Trautwein, Ulrich",Ulrich, Trautwein,male,Journal of educational psychology,2017,143,journal
"Fossati, Valentina",Valentina, Fossati,female,Cell Stem Cell,2015,458,journal
"Greco, Valentina",Valentina, Greco,female,Cell Stem Cell,2015,461,journal
"Streets, Valerie",Valerie, Streets,female,Career Development Quarterly,2015,1908,journal
"Morganson, Valerie",Valerie,Morganson,female,Career Development Quarterly,2015,1906,journal
"Lundy-Wagner, Valerie",Valerie, Lundy-Wagner,female,Research in Higher Education,2009,1728,journal
"Morganson, Valerie",Valerie,Morganson,female,Career Development Quarterly,2010,1903,journal
"Taylor, Valerie",Valerie, Taylor,female,Computer,2018,794,journal
"Conley, Valerie Martin",Valerie Martin, Conley,NA,Advances in Gender Research,2014,689,journal
"Wyss, Vanessa",Vanessa,Wyss,female,College Student Journal,2010,1102,journal
"Peters, Vanessa",Vanessa, Peters,female,Journal of Research in Science Teaching,2016,895,journal
"Ruta, Vanessa",Vanessa, Ruta,female,Cell Stem Cell,2015,472,journal
"Sriraman, Vederaman",Vederaman, Sriraman,NA,American Journal of Engineering Education,2015,483,journal
"Kuntz, Vickie",Vickie, Kuntz,female,Journal of STEM Education : Innovations and Research,2010,803,journal
"Grunberg, Victoria",Victoria, Grunberg,female,Sex Roles,2016,1769,journal
"Plaut, Victoria",Victoria, Plaut,female,Sex Roles,2013,1809,journal
"Rizzardi, Victoria",Victoria, Rizzardi,female,Journal of experimental child psychology,2017,581,journal
"Brescoll, Victoria",Victoria, Brescoll,female,Journal of Experimental Psychology: Applied,2018,161,journal
"Kumar, Vikas",Vikas,Kumar,male,International Journal of Information and Communication Technology Education (IJICTE),2017,790,journal
"Young, Viki",Viki, Young,NA,Journal of Research in Science Teaching,2016,894,journal
"Kleist, Virginia",Virginia,Kleist,female,Sex Roles,2015,1822,journal
"Kwan, Virginia S.",Virginia S., Kwan,NA,Basic & Applied Social Psychology,2016,1113,journal
"Borum, Viveka",Viveka,Borum,NA,Journal of Negro Education,2012,787,journal
"Borum, Viveka",Viveka,Borum,NA,Journal of Women and Minorities in Science and Engineering,2011,424,journal
"Seyranian, Viviane",Viviane, Seyranian,female,Review of Educational Research,2018,1518,journal
"Edge, W. Daniel",W. Daniel,Edge,NA,Mammal Study,2016,1018,journal
"Herzog, Walter",Walter, Herzog,male,Empirical Research in Vocational Education and Training,2016,1619,journal
"Jing, Wei",Wei, Jing,NA,Issues in Science & Technology,2011,1877,journal
"Chang, Wen-hsin",Wen-hsin, Chang,NA,Journal of vocational behavior,2016,600,journal
"Gardner, Wendi",Wendi, Gardner,female,Social Sciences,2018,1012,journal
"Williams, Wendy",Wendy, Williams,female,Frontiers in psychology,2015,777,journal
"Williams, Wendy",Wendy, Williams,female,Psychological Science in the Public Interest,2014,1469,journal
"Williams, Wendy",Wendy, Williams,female,Journal of Women and Minorities in Science and Engineering,2012,393,journal
"Young, Wendy",Wendy, Young,female,ACS Medicinal Chemistry Letters,2017,356,journal
"Moons, Wesley",Wesley, Moons,male,Group Processes & Intergroup Relations,2015,1351,journal
"Hart, William",William, Hart,male,Journal of Agricultural Education,2013,19,journal
"Graziano, William",William,Graziano,male,Motivation and Emotion,2012,1708,journal
"McKinley, William",William, McKinley,male,Horttechnology,2014,213,journal
"Williams, Williams",Williams,Williams,male,Frontiers in Psychology,2017,734,journal
"Zeng, Xiao Han",Xiao Han,Zeng,NA,PLoS Biology,2016,1117,journal
"Xu, Xiao-ying",Xiao-ying, Xu,NA,Chinese Sociological Review,2016,1198,journal
"Duan, Xiaoju",Xiaoju, Duan,NA,Computers & Education,2013,526,journal
"Zhu, Xiaorui",Xiaorui,Zhu,NA,IEEE Robotics and Automation Magazine,2013,827,journal
"Wei, Xin",Xin,Wei,female,Journal of Autism and Developmental Disorders,2013,1650,journal
"Wang, Xueli",Xueli,Wang,NA,American Educational Research Journal,2013,1321,journal
"Wang, Xueli",Xueli, Wang,NA,Community College Journal of Research & Practice,2016,1214,journal
"Wang, Xueli",Xueli,Wang,NA,Research in Higher Education,2013,1726,journal
"Wang, Xueli",Xueli,Wang,NA,Frontiers in Psychology,2017,719,journal
"Wang, Xueli",Xueli,Wang,NA,Research in Higher Education,2016,1721,journal
"Su, Xuhong",Xuhong,Su,NA,Higher Education,2015,1627,journal
"Su, Xuhong",Xuhong,Su,NA,Research in Higher Education,2016,1722,journal
"Wong, Y. L. Anne",Y. L. Anne, Wong,NA,Social Sciences,2017,1002,journal
"Ji, Y.H.",Y.H., Ji,NA,Journal of Applied Psychology,2018,91,journal
"Hsu, Ya-Chieh",Ya-Chieh, Hsu,NA,Cell Stem Cell,2015,463,journal
"Bamberger, Yael",Yael,Bamberger,male,Journal of Science Education and Technology,2014,1679,journal
"Levitte, Yael",Yael, Levitte,male,Social science research,2017,679,journal
"Levitte, Yael",Yael, Levitte,male,Social Forces,2013,1094,journal
"Wang, Yan",Yan, Wang,male,Chinese Sociological Review,2016,1200,journal
"Liu, Yan",Yan, Liu,male,Social Sciences,2017,993,journal
"Yang, Yang",Yang,Yang,male,Journal of vocational behavior,2015,608,journal
"Zastavker, Yevgeniya",Yevgeniya, Zastavker,NA,Journal of Engineering Education,2017,960,journal
"Zheng, Yi.",Yi., Zheng,NA,PLoS ONE,2018,1178,journal
"Shi, Ying",Ying,Shi,NA,Economics of Education Review,2018,561,journal
"Hsu, Ying-Shao",Ying-Shao,Hsu,NA,Research and Practice in Technology Enhanced Learning,2017,1958,journal
"Ma, Yingyi",Yingyi,Ma,NA,Social Science Quarterly,2011,1957,journal
"Ma, Yingyi",Yingyi,Ma,NA,Social Sciences,2017,992,journal
"Xu, Yonghong",Yonghong,Xu,NA,Gender Issues,2011,1625,journal
"Xu, Yonghong",Yonghong,Xu,NA,Journal of Higher Education,2015,1276,journal
"Xu, Yonghong",Yonghong,Xu,NA,Journal of Career Development,2017,1389,journal
"Xu, Yonghong",Yonghong,Xu,NA,Research in Higher Education,2016,1717,journal
"Xu, Yonghong",Yonghong,Xu,NA,Research in Higher Education,2008,1724,journal
"Lee, You-Geon.",You-Geon., Lee,NA,CBE Life Sciences Education,2018,197,journal
"Lee, Youjin",Youjin, Lee,NA,Journal of Career Development,2013,1395,journal
"Xie, Yu",Yu,Xie,female,Annual Review of Sociology,2015,340,journal
"Chen, Yu (April)",Yu (April), Chen,NA,Community College Journal of Research & Practice,2017,1211,journal
"Lin, Yuan-Hsiang",Yuan-Hsiang, Lin,NA,Research and Practice in Technology Enhanced Learning,2017,1959,journal
"Huo, Yuen",Yuen, Huo,NA,Journal of experimental social psychology,2017,587,journal
"Petzel, Zachary",Zachary, Petzel,male,Sex Roles,2018,1749,journal
"Hazari, Zahra",Zahra,Hazari,female,Journal of College Science Teaching,2013,1046,journal
"Hazari, Zahra",Zahra, Hazari,female,Science Education,2012,914,journal
"Wilson, Zakiya",Zakiya,Wilson,female,Journal of chemical education,2014,34,journal
"Thayer, Zaneta",Zaneta, Thayer,female,American Journal of Physical Anthropology,2018,871,journal
"Qian, Zhenchao",Zhenchao, Qian,NA,Demographic Research,2016,1028,journal
"Zahedi, Ziniya",Ziniya, Zahedi,NA,Journal of Economics and Finance,2018,1609,journal
"Long, Ziyu",Ziyu,Long,NA,Journal of Women and Minorities in Science and Engineering,2018,399,journal
"Long, Ziyu",Ziyu, Long,NA,Management Communication Quarterly,2015,1421,journal
"Morris, Zoe",Zoe, Morris,female,Sex Roles,2017,1778,journal
"Frei, NA",NA, Frei,NA,Journal of Educational Research,2014,1256,journal
"Settles Isis H., NA",NA,Settles Isis H.,NA,Psychology of Women Quarterly,2013,1477,journal
"Schilling,",,Schilling,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,313,conference
"Pinnell,",, Pinnell,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,314,conference
"Bugallo,",, Bugallo,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,290,conference
"Kelly, A.M.",A.M., Kelly,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,289,conference
"Cloutier, Aimee",Aimee,Cloutier,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,281,conference
"Ahmad, Ali",Ali,Ahmad,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,272,conference
"Webster-Giddings, Allison",Allison,Webster-Giddings,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,294,conference
"Walsh, Andrea",Andrea, Walsh,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,271,conference
"Rommel, Andrea",Andrea, Rommel,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,328,conference
"Kelly, Angela",Angela, Kelly,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,311,conference
"Kelly, Angela",Angela,Kelly,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,318,conference
"Khan, Arshia",Arshia,Khan,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,254,conference
"Morse, Audra",Audra, Morse,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,287,conference
"Cunningham, Beth",Beth, Cunningham,female,AIP Conference Proceedings,2015,2,conference
"Marchetti, Carol",Carol, Marchetti,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,326,conference
"Marchetti, Carol",Carol, Marchetti,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,243,conference
"Degen, Cassandra",Cassandra, Degen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,253,conference
"Morton, Christina",Christina,Morton,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,240,conference
"O'Donnell, Christine",Christine,O'Donnell,female,AIP Conference Proceedings,2015,1,conference
"Hovey, Christopher",Christopher, Hovey,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,261,conference
"Demetry, Chrysanthe",Chrysanthe,Demetry,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,228,conference
"Moss-Racusin, Corinne",Corinne, Moss-Racusin,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1043,conference
"Chen, Dandan",Dandan, Chen,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,265,conference
"Wendell, Dawn",Dawn, Wendell,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,270,conference
"Crawford, Delois",Delois,Crawford,NA,2014 IEEE Frontiers in Education Conference (FIE) Proceedings,2014,813,conference
"Crawford, DeLois",DeLois, Crawford,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,247,conference
"Aveni, Doreen",Doreen, Aveni,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,319,conference
"Dell, Elizabeth",Elizabeth,Dell,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,242,conference
"Brown, Elizabeth",Elizabeth, Brown,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1042,conference
"Dell, Elizabeth",Elizabeth, Dell,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,325,conference
"Winterer, Erica",Erica,Winterer,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,230,conference
"Reuben, Ernesto",Ernesto,Reuben,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1036,conference
"Little, Germysha",Germysha,Little,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,300,conference
"Ma, Gloria",Gloria,Ma,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,298,conference
"Yew, Guo Zheng",Guo Zheng, Yew,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,282,conference
"Mustafa, Hadil",Hadil,Mustafa,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,274,conference
"Arabnia, Hamid",Hamid, Arabnia,male,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,44,conference
"Ackler, Harold",Harold, Ackler,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,316,conference
"Doty, Heather",Heather,Doty,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,263,conference
"Handley, Ian",Ian,Handley,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1041,conference
"Villanueva, Idalis",Idalis, Villanueva,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,292,conference
"Stolk, J.D.",J.D.,Stolk,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,266,conference
"Tsai, Janet",Janet, Tsai,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,239,conference
"Halter, Jared",Jared, Halter,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,235,conference
"Sheltzer, Jason",Jason,Sheltzer,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1029,conference
"Froyd, Jeffrey",Jeffrey, Froyd,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,231,conference
"Mallette, Jennifer",Jennifer,Mallette,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,315,conference
"Gurski, Jennifer",Jennifer,Gurski,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,258,conference
"Karlin, Jennifer",Jennifer, Karlin,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,252,conference
"Amos, Jennifer",Jennifer, Amos,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,332,conference
"Gatz, Jennifer",Jennifer,Gatz,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,310,conference
"Cromley, Jennifer",Jennifer, Cromley,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,335,conference
"Amos, Jennifer",Jennifer, Amos,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,309,conference
"Pedescleaux, Jerie",Jerie, Pedescleaux,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,273,conference
"Smith, Jessi",Jessi, Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1044,conference
"Lofton, Jessica",Jessica,Lofton,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,255,conference
"Smith, Joan",Joan, Smith,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1030,conference
"Kellar, Jon",Jon, Kellar,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,250,conference
"Gutierrez, Juan",Juan, Gutierrez,male,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,45,conference
"Martin, Julie",Julie, Martin,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,233,conference
"Sherwood, K.E.",K.E.,Sherwood,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,288,conference
"Dissanayake, Kalpani",Kalpani, Dissanayake,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,284,conference
"Aguar, Karen",Karen,Aguar,female,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,43,conference
"Xu, Kath",Kath,Xu,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,269,conference
"Clancy, Kathryn B.",Kathryn B., Clancy,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,306,conference
"Clancy, Kathryn B.",Kathryn B., Clancy,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,333,conference
"Cross, Kelly",Kelly,Cross,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,305,conference
"Cross, Kelly",Kelly, Cross,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,331,conference
"Gray, Kimberlyn",Kimberlyn, Gray,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,322,conference
"Gelles, Laura",Laura,Gelles,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,291,conference
"Clayton, Laurie",Laurie, Clayton,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,329,conference
"Thompson, Leisa",Leisa, Thompson,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,262,conference
"Crumpton-Young, Lesia",Lesia, Crumpton-Young,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,301,conference
"Ma, Lili",Lili, Ma,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,299,conference
"Zingales, Luigi",Luigi, Zingales,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1038,conference
"Davis, Lydia",Lydia, Davis,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,304,conference
"Gross, M.D.",M.D., Gross,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,268,conference
"Zarske, Malinda",Malinda, Zarske,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,238,conference
"Bailey, Margaret",Margaret, Bailey,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,324,conference
