author,id.x,position,fname,lname,gender,pubtitle,date,id.y
"Gayles, Joy",316,2,Joy, Gayles,female,Social Sciences,2018,970
"Gayles, Joy",416,1,Joy,Gayles,female,Journal of Higher Education,2014,1282
"Gayles, Joy",416,1,Joy,Gayles,female,New Directions for Institutional Research,2011,941
"Gayles, Joy",416,1,Joy, Gayles,female,Social Sciences,2018,970
"Gayles, Joy",304,1,Joy,Gayles,female,Journal of Higher Education,2014,1282
"Gayles, Joy",304,1,Joy,Gayles,female,New Directions for Institutional Research,2011,941
"Gayles, Joy",304,1,Joy, Gayles,female,Social Sciences,2018,970
"Geary, David",481,2,David, Geary,male,Psychological Science,2018,1462
"Geber, Hilary",347,1,Hilary,Geber,female,International Journal of Evidence Based Coaching & Mentoring,2011,1053
"Geisinger, Brandi",145,1,Brandi,Geisinger,female,International Journal of Engineering Education,2013,494
"Gelbgiser, Dafna",208,2,Dafna, Gelbgiser,female,Sociological Science,2017,1568
"Gelbgiser, Dafna",208,2,Dafna, Gelbgiser,female,Social science research,2013,675
"Gelbgiser, Dafna",515,3,Dafna, Gelbgiser,female,Sociological Science,2017,1568
"Gelbgiser, Dafna",515,3,Dafna, Gelbgiser,female,Social science research,2013,675
"Gelles, Laura",85,1,Laura,Gelles,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,291
"George-Jackson, Casey",466,3,Casey, George-Jackson,male,"Journal of College Student Retention: Research, Theory and Practice",2018,1407
"George-Jackson, Casey",466,3,Casey, George-Jackson,male,Journal of College Student Development,2016,1857
"George-Jackson, Casey",466,3,Casey,George-Jackson,male,NASPA Journal About Women in Higher Education,2014,1294
"George-Jackson, Casey",466,3,Casey,George-Jackson,male,Journal of Women and Minorities in Science and Engineering,2011,415
"George-Jackson, Casey",466,3,Casey, George-Jackson,male,New Directions for Student Services,2013,954
"George-Jackson, Casey",127,1,Casey, George-Jackson,male,"Journal of College Student Retention: Research, Theory and Practice",2018,1407
"George-Jackson, Casey",127,1,Casey, George-Jackson,male,Journal of College Student Development,2016,1857
"George-Jackson, Casey",127,1,Casey,George-Jackson,male,NASPA Journal About Women in Higher Education,2014,1294
"George-Jackson, Casey",127,1,Casey,George-Jackson,male,Journal of Women and Minorities in Science and Engineering,2011,415
"George-Jackson, Casey",127,1,Casey, George-Jackson,male,New Directions for Student Services,2013,954
"George-Jackson, Casey",424,1,Casey, George-Jackson,male,"Journal of College Student Retention: Research, Theory and Practice",2018,1407
"George-Jackson, Casey",424,1,Casey, George-Jackson,male,Journal of College Student Development,2016,1857
"George-Jackson, Casey",424,1,Casey,George-Jackson,male,NASPA Journal About Women in Higher Education,2014,1294
"George-Jackson, Casey",424,1,Casey,George-Jackson,male,Journal of Women and Minorities in Science and Engineering,2011,415
"George-Jackson, Casey",424,1,Casey, George-Jackson,male,New Directions for Student Services,2013,954
"George-Jackson, Casey",606,2,Casey, George-Jackson,male,"Journal of College Student Retention: Research, Theory and Practice",2018,1407
"George-Jackson, Casey",606,2,Casey, George-Jackson,male,Journal of College Student Development,2016,1857
"George-Jackson, Casey",606,2,Casey,George-Jackson,male,NASPA Journal About Women in Higher Education,2014,1294
"George-Jackson, Casey",606,2,Casey,George-Jackson,male,Journal of Women and Minorities in Science and Engineering,2011,415
"George-Jackson, Casey",606,2,Casey, George-Jackson,male,New Directions for Student Services,2013,954
"George-Jackson, Casey",310,2,Casey, George-Jackson,male,"Journal of College Student Retention: Research, Theory and Practice",2018,1407
"George-Jackson, Casey",310,2,Casey, George-Jackson,male,Journal of College Student Development,2016,1857
"George-Jackson, Casey",310,2,Casey,George-Jackson,male,NASPA Journal About Women in Higher Education,2014,1294
"George-Jackson, Casey",310,2,Casey,George-Jackson,male,Journal of Women and Minorities in Science and Engineering,2011,415
"George-Jackson, Casey",310,2,Casey, George-Jackson,male,New Directions for Student Services,2013,954
"George, Casey",435,2,Casey, George,male,American Educational Research Journal,2018,1309
"George, Phillis",40,2,Phillis, George,NA,Journal of Diversity in Higher Education,2014,124
"Georgiopoulos, Michael",467,2,Michael, Georgiopoulos,male,Journal of College Student Retention-Research Theory & Practice,2016,1410
"Gilbert, Patricia",598,6,Patricia, Gilbert,female,Social Psychology of Education,2015,1836
"Gill, Nicole",403,3,Nicole, Gill,female,International Journal of Science Education,2018,1242
"Gilliam, Melissa",545,1,Melissa,Gilliam,female,Journal of Science Education and Technology,2017,1660
"Gilmartin, Jessica",268,2,Jessica, Gilmartin,female,IEEE Technology & Society Magazine,2016,829
"Gilmore, Joanna",142,2,Joanna, Gilmore,female,Council on Undergraduate Research Quarterly,2011,489
"Ginther, Donna",483,2,Donna, Ginther,female,Psychological Science in the Public Interest,2014,1467
"Ginther, Donna",483,2,Donna, Ginther,female,Frontiers in psychology,2015,726
"Ginther, Donna",225,2,Donna, Ginther,female,Psychological Science in the Public Interest,2014,1467
"Ginther, Donna",225,2,Donna, Ginther,female,Frontiers in psychology,2015,726
"Gisler, Stephanie",135,1,Stephanie,Gisler,female,Industrial and Organizational Psychology,2018,443
"Glaser, Daniela",325,3,Daniela, Glaser,female,Social Sciences,2017,1001
"Glass, Christy",41,1,Christy,Glass,female,Journal of Diversity in Higher Education,2010,128
"Glass, Jennifer",360,1,Jennifer,Glass,female,Social Forces,2013,1092
"Glass, Jennifer",360,1,Jennifer, Glass,female,Social science research,2017,678
"Glass, Jennifer",209,2,Jennifer,Glass,female,Social Forces,2013,1092
"Glass, Jennifer",209,2,Jennifer, Glass,female,Social science research,2017,678
"Glimcher, Laurie",136,14,Laurie, Glimcher,female,Cell Stem Cell,2015,460
"Gnilka, Philip",311,1,Philip,Gnilka,male,Journal of Counseling and Development,2017,955
"Godbole, Rohini",253,1,Rohini,Godbole,NA,Current science,2017,795
"Godfrey, Elaine",374,7,Elaine, Godfrey,female,PLoS ONE,2017,1148
"Godwin, Allison",124,3,Allison, Godwin,female,Social Sciences,2018,988
"Godwin, Allison",124,3,Allison, Godwin,female,Journal of Women and Minorities in Science and Engineering,2017,408
"Godwin, Allison",321,2,Allison, Godwin,female,Social Sciences,2018,988
"Godwin, Allison",321,2,Allison, Godwin,female,Journal of Women and Minorities in Science and Engineering,2017,408
"Goldberger, Jessica",433,2,Jessica, Goldberger,female,Rural Sociology,2009,1306
"Goldman, Emily",422,1,Emily,Goldman,female,NASPA Journal About Women in Higher Education,2010,1292
"Goltz, Sonia",383,1,Sonia,Goltz,female,Change,2013,1195
"Golubchik, Leana",104,1,Leana,Golubchik,female,ACM International Conference on Measurement and Modeling of Computer Systems,2018,349
"Gomoll, Andrea",548,1,Andrea,Gomoll,female,Journal of Science Education and Technology,2016,1675
"Gonsalkorale, Karen",158,2,Karen, Gonsalkorale,female,Contemporary Educational Psychology,2018,543
"Gonzalez Ramos, Ana",418,1,Ana,Gonzalez Ramos,female,Journal of Organisational Transformation and Social Change,2017,1285
"Gonzalez, Angel",636,3,Angel, Gonzalez,male,Journal of Social Issues,2011,1935
"Goodman, Mark",514,2,Mark, Goodman,male,JCOM: Journal of Science Communication,2009,1562
"Goodreau, Steven",373,6,Steven, Goodreau,male,PLoS ONE,2016,1141
"Gordon, James",28,5,James, Gordon,male,Advances in Physiology Education,2014,73
"Gordon, Melissa",536,2,Melissa, Gordon,female,International Journal of Science and Mathematics Education,2017,1637
"Gorges, Torie",547,2,Torie, Gorges,female,Journal of Science Education and Technology,2016,1674
"Gorman, Bridget",630,3,Bridget, Gorman,female,"Gender, Work and Organization",2017,1916
"Gorman, Susan",221,1,Susan,Gorman,female,Forum on Public Policy Online,2010,714
"Gottfried, Michael",148,2,Michael, Gottfried,male,Teachers College Record,2017,502
"Goulden, Marc",440,1,Marc,Goulden,male,Annals of the American Academy of Political and Social Science,2011,1326
"Goyal, Riya",28,3,Riya, Goyal,female,Advances in Physiology Education,2014,71
"Gratch, Jonathan",151,6,Jonathan, Gratch,male,Computers & Education,2016,520
"Graudejus, Oliver",366,4,Oliver, Graudejus,male,Basic & Applied Social Psychology,2016,1111
"Graves, Amy",128,1,Amy,Graves,female,Journal of Women and Minorities in Science and Engineering,2017,416
"Gray, Kimberlyn",95,2,Kimberlyn, Gray,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,322
"Graziano, William",559,1,William,Graziano,male,Motivation and Emotion,2012,1708
"Greco, Valentina",136,15,Valentina, Greco,female,Cell Stem Cell,2015,461
"Greeley, P.A.",453,7,P.A., Greeley,NA,Group Processes and Intergroup Relations,2018,1363
"Greenwald, Eric",289,2,Eric, Greenwald,male,Science Education,2014,910
"Greindl, Teresa",154,4,Teresa, Greindl,female,Computers & Education,2013,528
"Griffin, Kimberly",371,4,Kimberly, Griffin,female,PLoS ONE,2014,1132
"Griffith, Amanda",164,1,Amanda,Griffith,female,Economics of Education Review,2010,559
"Griffith, Emily",375,3,Emily, Griffith,female,PLoS ONE,2017,1153
"Grineski, Sara",286,2,Sara, Grineski,female,Science Education,2018,900
"Grodsky, Eric",437,3,Eric, Grodsky,male,American Educational Research Journal,2012,1319
"Grogan, Erin",31,4,Erin, Grogan,female,Developmental psychology,2012,89
"Gross, M.D.",77,3,M.D., Gross,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,268
"Grosser, Jude",205,3,Jude, Grosser,male,Scientia Horticulturae,2018,669
"Grossman, Jennifer",509,1,Jennifer,Grossman,female,Urban Education,2014,1551
"Grosz, Barbara",136,16,Barbara, Grosz,female,Cell Stem Cell,2015,462
"Grover, Sarah",52,1,Sarah,Grover,female,Journal of personality and social psychology,2017,173
"Gruenbacher, Don",258,1,Don,Gruenbacher,male,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,804
"Grunberg, Victoria",579,2,Victoria, Grunberg,female,Sex Roles,2016,1769
"Grunspan, Daniel",373,1,Daniel,Grunspan,male,PLoS ONE,2016,1136
"Guadagno, Rosanna",591,2,Rosanna, Guadagno,female,Sex Roles,2015,1813
"Guadagno, Rossanna",580,4,Rossanna, Guadagno,NA,Sex Roles,2017,1774
"Guest, Carly",399,1,Carly,Guest,female,Gender & Education,2016,1233
"Guisado-Pintado, Emilia",520,7,Emilia, Guisado-Pintado,female,Palgrave Communications,2018,1593
"Gumpertz, Marcia",375,1,Marcia,Gumpertz,female,PLoS ONE,2017,1151
"Gunderson, Elizabeth",587,1,Elizabeth,Gunderson,female,Sex Roles,2011,1798
"Gupta, Shannon",602,3,Shannon, Gupta,female,Forensic Science Policy & Management: An International Journal,2014,1847
"Gupta, Siddhartha",83,3,Siddhartha, Gupta,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,283
"Gurski, Jennifer",74,1,Jennifer,Gurski,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,258
"Gutierrez, Juan",19,3,Juan, Gutierrez,male,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,45
"Habashi, Meara",559,2,Meara, Habashi,female,Motivation and Emotion,2012,1709
"Hachey, Alyse",442,2,Alyse, Hachey,female,Community College Review,2015,1332
"Hachey, Alyse",442,2,Alyse, Hachey,female,Computers & Education,2015,531
"Hachey, Alyse",155,2,Alyse, Hachey,female,Community College Review,2015,1332
"Hachey, Alyse",155,2,Alyse, Hachey,female,Computers & Education,2015,531
"Hagedorn, Linda",441,1,Linda,Hagedorn,female,Community College Review,2012,1329
"Hahm, Jong-on",642,4,Jong-on, Hahm,NA,Review of Policy Research,2009,1950
"Hall, Alysha",182,1,Alysha,Hall,female,Journal of vocational behavior,2017,602
"Hall, Erika",5,3,Erika, Hall,female,Journal of Research in Gender Studies,2016,9
"Hallar, A. Gannet",22,2,A. Gannet, Hallar,NA,Bulletin of the American Meteorological Society,2013,54
"Halpern, Diane",194,2,Diane, Halpern,female,Learning and Individual Differences,2013,643
"Halter, Jared",66,6,Jared, Halter,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,235
"Haltinner, Kristin",317,2,Kristin, Haltinner,female,Social Sciences,2018,972
"Hammer, Elliott",29,5,Elliott, Hammer,male,Cultural diversity & ethnic minority psychology,2014,80
"Hammer, Elliott",29,5,Elliott, Hammer,male,Social Psychology of Education,2015,1835
"Hammer, Elliott",598,5,Elliott, Hammer,male,Cultural diversity & ethnic minority psychology,2014,80
"Hammer, Elliott",598,5,Elliott, Hammer,male,Social Psychology of Education,2015,1835
"Hammond, Marie",468,6,Marie, Hammond,female,Journal of Psychoeducational Assessment,2012,1418
"Hammond, Rebecca",134,5,Rebecca, Hammond,female,BMC Public Health,2015,442
"Hammrich, Penny",74,2,Penny, Hammrich,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,259
"Hamylton, Sarah",520,3,Sarah, Hamylton,female,Palgrave Communications,2018,1589
"Han, Seong Won",168,1,Seong Won,Han,NA,International Journal of Educational Development,2016,564
"Han, Siqi",335,1,Siqi,Han,NA,Demographic Research,2016,1026
"Handelsman, Jo",49,7,Jo, Handelsman,female,Journal of Experimental Psychology: Applied,2018,163
"Handley, Ian",352,2,Ian, Handley,male,Journal of Diversity in Higher Education,2017,113
"Handley, Ian",352,2,Ian, Handley,male,Bioscience,2015,1073
"Handley, Ian",352,2,Ian,Handley,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1041
"Handley, Ian",36,8,Ian, Handley,male,Journal of Diversity in Higher Education,2017,113
"Handley, Ian",36,8,Ian, Handley,male,Bioscience,2015,1073
"Handley, Ian",36,8,Ian,Handley,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1041
"Handley, Ian",341,1,Ian, Handley,male,Journal of Diversity in Higher Education,2017,113
"Handley, Ian",341,1,Ian, Handley,male,Bioscience,2015,1073
"Handley, Ian",341,1,Ian,Handley,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1041
"Handron, Caitlin",590,3,Caitlin, Handron,female,Sex Roles,2013,1810
"Harackiewicz, Judith",581,6,Judith, Harackiewicz,female,Sex Roles,2017,1780
"Hardin, Erin",35,1,Erin,Hardin,female,Journal of Counseling Psychology,2016,104
"Harel-Marian, Taly",186,4,Taly, Harel-Marian,NA,Journal of Vocational Behavior,2018,615
"Harin, Nurul",200,4,Nurul, Harin,NA,Procedia Economics and Finance,2016,658
"Harnois, Catherine",504,1,Catherine,Harnois,female,Social psychology quarterly,2015,1544
"Harrington, Kate",150,1,Kate,Harrington,female,Clinical Imaging,2018,513
"Harris, Kimberly",289,3,Kimberly, Harris,female,Science Education,2014,911
"Harsh, Joseph",15,1,Joseph,Harsh,male,Journal of chemical education,2012,31
"Hart, Jeni",412,1,Jeni,Hart,NA,Journal of Higher Education,2016,1273
"Hart, William",9,3,William, Hart,male,Journal of Agricultural Education,2013,19
"Hartemink, Alfred",518,1,Alfred,Hartemink,male,Journal of Soil and Water Conservation,2008,1574
"Hartung, Paul",191,2,Paul, Hartung,male,Journal of vocational behavior,2017,636
"Hartwig, Marissa",576,3,Marissa, Hartwig,female,Sex Roles,2018,1757
"Harvati, Katerina",277,8,Katerina, Harvati,female,American Journal of Physical Anthropology,2018,864
"Harvey, Kristin",113,3,Kristin, Harvey,female,Journal of Women and Minorities in Science and Engineering,2017,373
"Hawthorne, Lauren",475,3,Lauren, Hawthorne,female,Personality and Social Psychology Bulletin,2013,1443
"Haynes, J. Chris",7,2,J. Chris, Haynes,NA,Journal of Agricultural Education,2015,13
"Hazari, Zahra",290,3,Zahra,Hazari,female,Journal of College Science Teaching,2013,1046
"Hazari, Zahra",290,3,Zahra, Hazari,female,Science Education,2012,914
"Hazari, Zahra",343,1,Zahra,Hazari,female,Journal of College Science Teaching,2013,1046
"Hazari, Zahra",343,1,Zahra, Hazari,female,Science Education,2012,914
"Hebert, Alexander",557,3,Alexander, Hebert,male,Journal of the American Society for Mass Spectrometry,2017,1703
"Hebl, Michelle",214,2,Michelle, Hebl,female,Gender in Management,2008,695
"Heeren, Cinda",237,3,Cinda, Heeren,NA,Frontiers in Psychology,2017,763
"Heilbronner, Nancy",449,1,Nancy,Heilbronner,female,Journal for the Education of the Gifted,2011,1370
"Heilbronner, Nancy",449,1,Nancy,Heilbronner,female,Gifted Child Quarterly,2013,1349
"Heilbronner, Nancy",456,1,Nancy,Heilbronner,female,Journal for the Education of the Gifted,2011,1370
"Heilbronner, Nancy",456,1,Nancy,Heilbronner,female,Gifted Child Quarterly,2013,1349
"Heilemann, Michael",621,5,Michael, Heilemann,male,Annals of the New York Academy of Sciences,2016,1893
"Held, Suzanne",351,5,Suzanne, Held,female,Bioscience,2017,1071
"Hendrix, Taija",378,2,Taija, Hendrix,female,PLoS ONE,2018,1161
"Hennes, Erin",49,3,Erin, Hennes,female,Journal of Experimental Psychology: Applied,2018,159
"Herbers, Joan",108,3,Joan, Herbers,male,Peer Review,2014,360
"Herman, Clem",407,1,Clem,Herman,male,Journal of Education & Work,2015,1253
"Hermann, Mary",37,2,Mary, Hermann,female,Journal of Diversity in Higher Education,2016,115
"Hernandez, Paul",46,1,Paul,Hernandez,male,PLoS ONE,2017,1142
"Hernandez, Paul",46,1,Paul,Hernandez,male,Journal of educational psychology,2013,144
"Hernandez, Paul",374,1,Paul,Hernandez,male,PLoS ONE,2017,1142
"Hernandez, Paul",374,1,Paul,Hernandez,male,Journal of educational psychology,2013,144
"Herrmann, Sarah",366,1,Sarah,Herrmann,female,Basic & Applied Social Psychology,2016,1108
"Herzog, Keith",120,2,Keith, Herzog,male,Journal of Women and Minorities in Science and Engineering,2016,395
"Herzog, Walter",528,3,Walter, Herzog,male,Empirical Research in Vocational Education and Training,2016,1619
"Heybach, Jessica",395,1,Jessica,Heybach,female,Educational Studies,2017,1227
"Hibel, Jacob",201,2,Jacob, Hibel,male,Research in Social Stratification and Mobility,2015,660
"Hickok, Andrew",276,4,Andrew, Hickok,male,Journal of Medical Internet Research,2013,855
